,Account_Name,Opportunity_Name,Total_Amount,diferencia_en_dias,Quote_Expiry_DOY,Planned_Delivery_End_DOY,Target
5436,603,1006,81175.0,202,209.0,251.0,1
5437,1284,5162,7003500.0,202,230.0,349.0,0
5438,558,739,88200.0,202,243.0,268.0,0
5439,797,4947,166600.0,202,244.0,275.0,0
5440,827,1743,9104724.0,202,243.0,75.0,0
5441,691,4697,439875.0,201,243.0,365.0,0
5442,1220,5027,262350.0,201,,272.0,1
5443,394,9624,868912.5,201,349.0,31.0,0
5444,984,1038,774180.0,201,243.0,364.0,0
5445,547,2551,228375.0,501,349.0,365.0,0
5446,694,2545,784087.5,292,349.0,166.0,0
5447,891,2550,214996.88,201,349.0,349.0,0
5448,143,7189,2978145.0,201,266.0,258.0,0
5449,945,820,23341.5,322,,243.0,0
5450,1338,8654,425127.5,201,,277.0,1
5451,945,9443,122230.8,322,,258.0,1
5452,1231,9468,390656.0,201,236.0,265.0,1
5453,38,6708,10017000.0,199,205.0,237.0,1
5454,859,8086,208000.0,199,212.0,216.0,1
5455,38,6707,333900.0,199,208.0,237.0,1
5456,846,1762,386595.0,386,273.0,349.0,0
5457,1067,7426,3810064.77,247,,334.0,0
5458,859,8088,22620.0,431,243.0,263.0,0
5459,859,8087,756000.0,199,243.0,240.0,1
5460,1079,4473,257575.5,199,31.0,59.0,0
5461,812,1758,391950.0,199,,365.0,0
5462,823,1733,443190.0,199,236.0,334.0,0
5463,1193,2100,74925.0,199,332.0,15.0,1
5464,1193,2104,75937.5,199,205.0,258.0,1
5465,1364,2786,301530.0,199,230.0,300.0,0
5466,415,2725,8550.0,198,236.0,243.0,1
5467,971,3089,235987.5,198,243.0,303.0,1
5468,971,3091,314650.0,198,243.0,317.0,1
5469,859,8089,2128000.0,198,212.0,306.0,1
5470,859,8090,249690.0,198,212.0,334.0,1
5471,862,1864,91350.0,198,216.0,272.0,1
5472,809,1687,14535.0,198,273.0,249.0,1
5473,286,8781,95400.0,198,209.0,223.0,0
5474,982,3928,180525.0,198,209.0,272.0,1
5475,1437,3283,910541.25,197,243.0,4.0,1
5476,1437,3284,224336.25,197,243.0,356.0,0
5477,1437,3281,378292.5,197,243.0,356.0,0
5478,838,5892,440496.0,197,334.0,46.0,0
5479,1555,7651,2963.8,197,273.0,216.0,1
5480,603,996,89291.25,197,237.0,272.0,1
5481,450,3619,461550.0,197,208.0,278.0,1
5482,18,5884,397923.0,197,243.0,338.0,0
5483,69,6884,29185.6,197,,265.0,1
5484,1220,4982,352800.0,197,,334.0,0
5485,1447,2319,101790.0,197,,64.0,0
5486,862,1827,85500.0,197,216.0,243.0,1
5487,398,143,576840.0,197,243.0,334.0,0
5488,1364,472,582187.5,197,230.0,349.0,0
5489,1220,5039,455625.0,197,216.0,349.0,0
5490,549,4828,42525.0,197,223.0,244.0,1
5491,669,1170,433768.5,197,304.0,319.0,0
5492,669,1171,115710.0,197,258.0,263.0,1
5493,862,1866,89010.0,197,216.0,273.0,1
5494,1119,6039,439698.2,239,304.0,19.0,1
5495,1496,692,10489500.0,197,,349.0,0
5496,437,2084,91350.0,197,,264.0,1
5497,1220,5017,356700.0,196,,304.0,1
5498,1220,5011,345900.0,196,,334.0,1
5499,1220,4995,164456.25,196,,19.0,1
5500,1465,5851,238000.0,196,243.0,261.0,0
5501,1596,6482,152019.0,196,227.0,334.0,1
5502,1220,6589,13686.75,196,,216.0,1
5503,386,9634,17100.0,196,,273.0,1
5504,1174,3172,193224.15,440,304.0,280.0,0
5505,879,1970,1899639.0,196,334.0,59.0,0
5506,383,6127,146025.0,426,209.0,251.0,1
5507,1464,2520,2117403.0,317,354.0,115.0,0
5508,700,2813,38675.0,195,,277.0,1
5509,700,2845,119000.0,195,212.0,278.0,1
5510,528,1130,133875.0,195,222.0,278.0,1
5511,334,9376,2681101.5,195,304.0,32.0,1
5512,713,6944,4542560.0,195,363.0,36.0,1
5513,161,7373,4901362.5,195,,59.0,0
5514,713,7257,12130700.0,299,89.0,183.0,1
5515,810,2641,6669.0,195,273.0,243.0,1
5516,1523,9573,1875.0,195,273.0,243.0,1
5517,124,5865,33292000.0,195,365.0,354.0,1
5518,69,5754,321440.0,195,,285.0,1
5519,69,6827,141120.0,195,,257.0,1
5520,328,6751,22432450.0,195,228.0,120.0,0
5521,1174,3176,399613.5,439,90.0,120.0,0
5522,1560,5558,57323.6,195,273.0,243.0,1
5523,1425,966,7142040.0,440,26.0,180.0,0
5524,859,627,550040.4,195,304.0,359.0,0
5525,1131,8954,29108.75,192,273.0,273.0,1
5526,771,514,486610.0,192,212.0,221.0,1
5527,895,8811,5285250.0,261,304.0,180.0,0
5528,69,6848,45489.6,192,,292.0,1
5529,1499,6000,3773741.0,192,,208.0,0
5530,1595,6430,410918.4,192,,89.0,0
5531,69,6804,19635.9,192,,272.0,1
5532,603,982,78375.0,192,216.0,230.0,1
5533,422,435,59690.4,192,243.0,243.0,1
5534,62,8604,70650.0,192,212.0,265.0,1
5535,1190,1676,85500.0,192,214.0,229.0,1
5536,241,4391,85500.0,192,215.0,222.0,1
5537,333,7002,82499821.8,441,,88.0,0
5538,1381,556,33000.0,304,,275.0,1
5539,388,282,97440.0,191,365.0,321.0,1
5540,388,283,97440.0,191,365.0,307.0,1
5541,388,284,97440.0,191,365.0,328.0,1
5542,388,286,97440.0,191,365.0,321.0,1
5543,388,287,97440.0,191,365.0,356.0,1
5544,388,288,97440.0,191,365.0,334.0,1
5545,388,289,109620.0,191,365.0,334.0,1
5546,388,290,97440.0,191,365.0,334.0,1
5547,388,291,97440.0,191,365.0,334.0,1
5548,388,292,97440.0,191,365.0,334.0,1
5549,388,293,97440.0,191,365.0,356.0,1
5550,678,8621,3117.5,191,273.0,243.0,1
5551,1191,8559,38266.0,191,273.0,243.0,1
5552,859,8091,75075.0,191,272.0,265.0,1
5553,859,8092,17160.0,191,272.0,265.0,1
5554,859,8093,72345.0,191,334.0,240.0,1
5555,859,8095,1431000.0,191,334.0,275.0,1
5556,1270,5154,167287.5,191,272.0,307.0,1
5557,388,2456,2600.0,191,346.0,254.0,0
5558,1220,5018,154687.5,191,,304.0,1
5559,862,1862,232031.25,191,243.0,31.0,1
5560,603,1000,90683.75,191,216.0,243.0,1
5561,764,4491,696534.3,311,,15.0,0
5562,59,3821,894240.0,190,,363.0,0
5563,413,366,228167.2,190,273.0,243.0,1
5564,687,8647,11115.0,238,273.0,243.0,1
5565,745,7500,41895.0,190,247.0,279.0,1
5566,745,7501,41895.0,190,247.0,293.0,1
5567,745,4698,41895.0,190,247.0,342.0,1
5568,745,4699,41895.0,190,247.0,356.0,1
5569,745,5328,42294.0,190,,40.0,1
5570,745,5329,42313.95,190,,40.0,1
5571,1600,6506,91350.0,190,237.0,272.0,1
5572,491,596,78078.0,190,31.0,355.0,1
5573,491,3787,7290.0,190,334.0,273.0,1
5574,279,3668,166725.0,190,219.0,237.0,1
5575,472,538,235620.0,190,273.0,243.0,1
5576,288,921,54648.0,270,120.0,164.0,0
5577,1083,2721,86275.0,189,221.0,270.0,1
5578,694,8343,17400.0,189,228.0,298.0,0
5579,333,6296,91199825.2,260,,313.0,0
5580,663,4810,182700.0,189,273.0,321.0,1
5581,663,4815,74925.0,189,328.0,328.0,0
5582,726,1310,182160.0,189,90.0,135.0,0
5583,663,4814,74925.0,189,356.0,353.0,0
5584,1543,4763,131808.7,189,271.0,251.0,1
5585,726,1309,91080.0,189,90.0,135.0,0
5586,1074,4453,181687.5,189,219.0,237.0,1
5587,1441,5844,4407133.5,189,365.0,31.0,0
5588,991,1565,285142.5,189,,346.0,0
5589,1186,2218,329906.25,189,244.0,347.0,1
5590,571,7768,624240.0,188,349.0,31.0,0
5591,796,2118,5322945.0,188,244.0,127.0,0
5592,1435,2757,36637.5,194,,32.0,0
5593,214,8129,2392500.0,188,279.0,354.0,1
5594,1336,5408,1905952.5,236,247.0,334.0,0
5595,388,294,471795.39,188,365.0,238.0,1
5596,991,8800,20250.0,188,221.0,230.0,0
5597,1600,448,452400.0,188,,120.0,0
5598,1541,6021,794062.5,188,273.0,59.0,0
5599,838,4833,209737.5,188,246.0,303.0,1
5600,764,2494,68620.5,308,,352.0,0
5601,287,4911,553320.0,187,,15.0,0
5602,571,7770,30702.0,187,221.0,349.0,0
5603,1493,5100,190400.0,308,242.0,271.0,1
5604,1336,5394,3706290.0,233,243.0,179.0,0
5605,1336,5396,467400.0,233,271.0,342.0,0
5606,1336,5397,3351600.0,233,270.0,341.0,0
5607,1336,5398,294000.0,233,268.0,341.0,0
5608,450,3625,542450.0,185,219.0,275.0,1
5609,1101,9488,91350.0,185,230.0,265.0,1
5610,1600,6498,513000.0,185,,349.0,0
5611,862,1867,75937.5,185,237.0,272.0,1
5612,949,3698,5698176.0,185,243.0,273.0,0
5613,1268,9494,63495.0,185,272.0,272.0,0
5614,884,9422,210045.0,185,222.0,265.0,1
5615,166,1019,93525.0,185,,272.0,1
5616,279,9372,715000.0,217,52.0,89.0,0
5617,866,1995,2872237.5,185,284.0,61.0,0
5618,866,4101,240487.5,185,284.0,68.0,0
5619,175,7430,4253591.25,184,251.0,47.0,0
5620,671,6797,427869.0,322,,92.0,0
5621,766,1327,782460.0,184,365.0,90.0,0
5622,1109,4534,1542800.0,184,,349.0,0
5623,1337,6705,1218262.5,183,251.0,15.0,0
5624,1337,8040,93712.5,183,251.0,15.0,0
5625,1337,2135,2075062.5,183,251.0,105.0,0
5626,859,8097,82251.0,183,304.0,306.0,1
5627,381,16,174358.8,183,243.0,258.0,1
5628,709,1261,109350.0,183,304.0,334.0,1
5629,653,1108,372600.0,334,212.0,273.0,0
5630,1543,9079,379990.5,183,243.0,273.0,1
5631,709,1134,34807.5,183,258.0,263.0,1
5632,1357,5518,88425.0,183,243.0,265.0,1
5633,866,583,1422506.25,183,284.0,82.0,0
5634,866,7323,623906.25,183,284.0,96.0,0
5635,917,2616,3444894.0,229,304.0,181.0,0
5636,155,7349,3181590.0,182,1.0,90.0,0
5637,155,7350,7953975.0,182,1.0,181.0,0
5638,155,7351,2120265.0,226,1.0,273.0,0
5639,1495,6338,3392560.0,182,291.0,359.0,1
5640,647,8619,32346.0,182,273.0,310.0,1
5641,982,3722,822460.0,229,,173.0,0
5642,832,3592,460057.5,182,253.0,355.0,1
5643,253,9633,847875.0,302,365.0,72.0,0
5644,509,656,70339.2,181,,349.0,1
5645,547,2554,225750.0,481,365.0,365.0,0
5646,1083,2553,219937.5,181,319.0,31.0,0
5647,343,6525,1113556.5,302,,60.0,0
5648,238,7939,80535.0,181,272.0,243.0,1
5649,362,9768,143129.69999999998,181,243.0,243.0,1
5650,381,14,143640.0,181,273.0,273.0,1
5651,1117,4568,401849.1,181,243.0,321.0,1
5652,279,8789,364635.0,181,228.0,272.0,1
5653,1117,4560,1170067.5,181,,349.0,0
5654,671,4526,74562.0,318,,334.0,1
5655,1517,6129,220400.0,210,,163.0,0
5656,1336,8531,90090.0,178,181.0,287.0,1
5657,1336,8530,90090.0,178,181.0,342.0,1
5658,631,5942,426678.75,297,258.0,79.0,0
5659,708,1244,89320.0,177,,334.0,1
5660,1336,8546,81200.0,177,364.0,324.0,1
5661,1336,8549,81200.0,177,364.0,321.0,1
5662,1336,8548,79800.0,177,364.0,321.0,1
5663,1336,8547,81200.0,177,364.0,293.0,1
5664,1336,8550,81200.0,177,364.0,293.0,1
5665,1336,8551,79800.0,177,364.0,321.0,1
5666,1336,8545,79800.0,177,364.0,321.0,1
5667,1336,8540,81200.0,177,364.0,338.0,1
5668,1336,8542,79800.0,177,364.0,293.0,1
5669,1336,8541,79800.0,177,364.0,293.0,1
5670,1336,8544,79800.0,177,364.0,321.0,1
5671,1336,8539,81200.0,177,364.0,335.0,1
5672,1336,8534,79800.0,177,364.0,293.0,1
5673,1336,8537,79800.0,177,364.0,321.0,1
5674,1336,8538,79800.0,177,364.0,321.0,1
5675,1336,8535,81200.0,177,364.0,293.0,1
5676,1336,8536,81200.0,177,364.0,293.0,1
5677,1336,8533,81200.0,177,364.0,345.0,1
5678,797,4948,159544.0,176,,290.0,1
5679,694,8344,57183.75,176,,289.0,0
5680,1450,1078,4717.5,176,304.0,245.0,1
5681,1359,1077,9805.0,176,,243.0,1
5682,645,441,9502.5,176,273.0,258.0,1
5683,1334,5349,77140.0,176,273.0,273.0,1
5684,1560,4214,28647.75,176,273.0,273.0,1
5685,1477,5912,114529.8,176,273.0,250.0,1
5686,727,1402,131422.5,176,273.0,365.0,0
5687,1411,5714,391540.5,176,273.0,365.0,0
5688,875,910,48386.25,176,242.0,328.0,0
5689,1220,3205,278332.5,217,59.0,120.0,0
5690,1220,3196,220400.0,175,334.0,120.0,0
5691,288,2629,87975.0,175,259.0,334.0,1
5692,806,7224,232877.0,203,,169.0,1
5693,560,4379,53856.0,175,,32.0,0
5694,1053,4327,110196.45,175,365.0,365.0,1
5695,450,3235,2956800.0,175,233.0,291.0,1
5696,450,3442,140250.0,175,233.0,237.0,1
5697,603,1926,60900.0,175,244.0,272.0,1
5698,38,2050,4514400.0,175,233.0,270.0,1
5699,859,8098,1375000.0,175,304.0,12.0,1
5700,862,1874,365400.0,175,272.0,342.0,1
5701,296,4859,6288309.0,296,89.0,212.0,0
5702,982,3922,270787.5,175,,304.0,1
5703,1357,5505,81562.5,245,243.0,117.0,1
5704,1357,5512,91350.0,175,272.0,334.0,1
5705,856,1958,70537.5,175,234.0,255.0,1
5706,1013,6211,5950.0,295,273.0,303.0,1
5707,85,6989,121800.0,174,244.0,334.0,1
5708,280,8912,5796.0,174,,352.0,1
5709,945,5393,23598.0,295,235.0,275.0,1
5710,1177,4874,114529.8,174,243.0,273.0,1
5711,1177,4875,264033.0,174,,349.0,1
5712,184,8646,13885.2,174,273.0,258.0,1
5713,1190,1729,60183.75,174,233.0,237.0,1
5714,48,6695,66360.0,174,234.0,242.0,1
5715,575,918,96243.75,174,234.0,269.0,0
5716,472,537,87664.5,255,120.0,135.0,1
5717,859,8099,2862000.0,174,304.0,335.0,1
5718,990,4011,56556.25,174,233.0,240.0,1
5719,1404,2759,3017733.75,295,273.0,283.0,0
5720,521,8401,224910.0,306,32.0,85.0,1
5721,592,5626,433912.5,294,30.0,108.0,0
5722,671,6586,1039482.0,311,,319.0,0
5723,1119,4586,116077.5,172,243.0,273.0,0
5724,1336,8552,81200.0,171,273.0,244.0,1
5725,1336,8553,81200.0,171,273.0,244.0,1
5726,1336,8555,81200.0,171,273.0,244.0,1
5727,184,9630,2835.0,171,272.0,244.0,1
5728,771,1911,435720.0,171,241.0,237.0,1
5729,555,409,5002500.0,171,277.0,354.0,0
5730,555,410,2402400.0,171,275.0,354.0,0
5731,1611,3338,103092.0,171,236.0,294.0,1
5732,291,3802,5330238.0,291,354.0,59.0,0
5733,1083,7986,261906.25,170,242.0,324.0,1
5734,305,8765,1271670.0,170,272.0,324.0,0
5735,876,4604,52447.5,400,237.0,243.0,1
5736,362,9774,170775.0,170,258.0,265.0,1
5737,1338,4791,166600.0,169,248.0,311.0,1
5738,521,2562,205020.0,290,265.0,319.0,0
5739,671,6174,70176.0,307,,319.0,1
5740,534,4983,538025.0,290,,89.0,0
5741,491,518,3876.0,169,303.0,252.0,1
5742,400,5815,380190.0,169,304.0,5.0,1
5743,1266,4939,811800.0,169,258.0,90.0,0
5744,1458,5835,850850.0,225,47.0,271.0,0
5745,513,3508,425293.05,169,,321.0,1
5746,515,972,78375.0,169,251.0,272.0,0
5747,806,4324,356728.0,168,,317.0,1
5748,945,2561,252757.5,289,242.0,315.0,0
5749,582,8373,3206.25,289,,319.0,0
5750,728,6454,498625.0,168,240.0,237.0,1
5751,728,6459,498625.0,168,240.0,237.0,1
5752,728,6465,582325.0,168,240.0,237.0,1
5753,728,6467,582325.0,168,240.0,237.0,1
5754,450,3232,542300.0,337,143.0,263.0,1
5755,1595,6429,883920.0,168,,88.0,0
5756,1595,2254,135024.0,168,272.0,32.0,0
5757,1595,6432,48256.0,168,,356.0,0
5758,982,3916,77343.75,168,,286.0,1
5759,856,1959,45675.0,168,240.0,272.0,1
5760,663,7685,72328.5,168,258.0,272.0,1
5761,945,2783,341700.0,289,,340.0,0
5762,1237,5075,75937.5,168,237.0,244.0,1
5763,362,9747,77140.0,168,253.0,263.0,1
5764,1537,2655,78540.0,168,243.0,289.0,0
5765,210,1187,163537.5,288,365.0,51.0,0
5766,709,1257,86625.0,168,334.0,365.0,0
5767,534,5082,341134.5,288,,89.0,0
5768,704,8386,1706085.0,167,319.0,26.0,1
5769,1117,4566,3400233.75,167,258.0,363.0,0
5770,79,6964,205861.5,167,1.0,354.0,0
5771,79,6957,180090.0,167,,5.0,1
5772,1062,4392,60862.5,167,240.0,272.0,1
5773,990,4003,45675.0,167,240.0,272.0,1
5774,655,2731,273476.25,167,237.0,243.0,0
5775,1190,1902,87240.0,167,240.0,261.0,1
5776,1595,2255,39244.5,167,,279.0,1
5777,575,916,45675.0,167,240.0,272.0,1
5778,1304,5244,565500.0,167,356.0,89.0,0
5779,1220,5025,80353.13,167,,251.0,1
5780,115,5786,10830.0,397,240.0,251.0,1
5781,1537,2662,104412.0,174,362.0,89.0,0
5782,143,7188,3173235.0,166,273.0,345.0,1
5783,694,8345,75141.0,166,242.0,298.0,0
5784,971,3111,114240.0,166,267.0,242.0,1
5785,605,5275,1928587.5,165,253.0,343.0,1
5786,1202,5138,101640.5,164,243.0,365.0,1
5787,1202,5140,4064.1,164,273.0,273.0,0
5788,1202,5139,83932.5,164,273.0,365.0,0
5789,645,4944,382185.0,212,273.0,334.0,0
5790,1131,4619,323570.0,374,304.0,365.0,0
5791,1566,1495,1008000.0,164,365.0,90.0,0
5792,218,7707,1950975.0,164,334.0,89.0,0
5793,603,998,82700.0,164,244.0,272.0,1
5794,362,9775,179883.0,164,335.0,365.0,1
5795,405,4270,23821.88,164,,300.0,1
5796,1288,2658,81515.35,290,248.0,338.0,1
5797,1288,2659,100485.0,290,271.0,59.0,0
5798,1075,4459,108976.88,163,,324.0,1
5799,431,6702,200812.5,163,248.0,334.0,1
5800,431,6703,58012.5,163,248.0,334.0,1
5801,431,6704,58012.5,163,,334.0,1
5802,431,6706,58012.5,163,249.0,334.0,1
5803,859,8100,44752.5,163,304.0,286.0,1
5804,1477,5907,81567.0,197,90.0,90.0,1
5805,771,7579,68600.0,163,243.0,251.0,1
5806,991,4673,727562.25,163,286.0,89.0,0
5807,48,6693,89175.0,163,244.0,272.0,1
5808,1493,2768,2978145.0,284,258.0,331.0,0
5809,671,264,1305652.5,300,,15.0,0
5810,1338,2690,85260.0,162,,248.0,1
5811,631,2657,680400.0,411,181.0,1.0,0
5812,945,2761,3020475.0,283,248.0,352.0,0
5813,509,8440,4600.2,162,,275.0,1
5814,509,4165,18690.0,162,,275.0,0
5815,1351,2353,91350.0,162,,305.0,1
5816,705,2343,79800.0,162,,324.0,0
5817,687,1204,30643.2,162,242.0,261.0,1
5818,1044,4296,656100.0,162,304.0,59.0,0
5819,876,9195,38156.25,392,244.0,82.0,1
5820,1119,4600,143748.0,162,243.0,288.0,1
5821,1069,7975,30791.25,162,272.0,272.0,1
5822,477,631,4176000.0,161,,289.0,1
5823,859,8101,80535.0,161,304.0,9.0,1
5824,499,599,2379891.2,291,,334.0,0
5825,728,1036,6000.0,161,247.0,248.0,1
5826,911,614,285925.5,391,251.0,272.0,1
5827,547,7894,182700.0,160,257.0,5.0,1
5828,276,1703,11864.29,160,300.0,317.0,0
5829,694,8346,89760.0,160,257.0,263.0,1
5830,859,5924,126324.0,475,365.0,91.0,0
5831,859,5923,22113.0,160,304.0,352.0,0
5832,859,5925,22744.8,160,304.0,352.0,0
5833,859,1605,75184.2,160,304.0,10.0,0
5834,859,1271,30326.4,160,304.0,319.0,0
5835,859,1272,30326.4,160,304.0,349.0,0
5836,859,6396,13084.5,160,304.0,326.0,0
5837,859,6177,75075.0,160,304.0,283.0,0
5838,859,8130,6435000.0,160,304.0,12.0,1
5839,859,1680,14960.0,160,304.0,296.0,0
5840,859,5977,22629.75,160,304.0,319.0,0
5841,859,5422,10725.0,160,304.0,345.0,0
5842,859,8125,30888.0,160,363.0,334.0,1
5843,859,6162,30492.0,332,120.0,239.0,0
5844,859,6401,29645.0,332,304.0,239.0,0
5845,859,5464,25194.0,160,304.0,293.0,0
5846,859,8131,564834.0,160,304.0,19.0,1
5847,859,8686,930009.6,160,304.0,346.0,1
5848,859,1896,145824.0,160,304.0,354.0,0
5849,859,7092,36012.6,160,304.0,10.0,0
5850,990,3970,95700.0,160,258.0,342.0,1
5851,700,2692,86275.0,159,254.0,334.0,1
5852,130,7179,113437.5,159,258.0,334.0,0
5853,859,7531,88803.0,157,304.0,354.0,0
5854,862,1879,186862.5,343,117.0,180.0,1
5855,1220,3208,268450.0,255,138.0,180.0,0
5856,575,926,182700.0,157,272.0,349.0,1
5857,583,1921,882360.0,294,356.0,271.0,0
5858,787,1594,87835.59999999999,156,273.0,273.0,1
5859,493,603,1572732.0,156,304.0,74.0,0
5860,283,7517,93639.0,156,304.0,319.0,0
5861,787,1596,190095.0,156,304.0,334.0,0
5862,283,7518,91105.0,156,304.0,334.0,0
5863,1381,5137,65407.5,269,349.0,15.0,0
5864,888,2491,21500055.0,132,,181.0,0
5865,162,1560,1770720.0,132,,314.0,1
5866,555,425,104328.0,132,334.0,272.0,0
5867,555,426,93024.0,132,334.0,272.0,0
5868,815,59,17835.0,132,304.0,304.0,1
5869,1481,2238,257070.0,132,,363.0,0
5870,309,4109,1020000.0,157,334.0,296.0,0
5871,362,9785,323190.0,132,304.0,304.0,1
5872,265,2834,3016800.63,132,284.0,180.0,0
5873,645,4945,31900.0,132,304.0,304.0,0
5874,1364,5687,369562.5,132,,363.0,0
5875,1364,2668,1685600.0,407,89.0,88.0,0
5876,1364,2585,21449400.0,315,110.0,58.0,0
5877,69,6881,231420.0,201,,180.0,0
5878,771,1274,406040.0,132,275.0,277.0,1
5879,1600,6504,728700.0,174,,59.0,1
5880,1600,6493,84000.0,175,,89.0,1
5881,362,9739,69500.25,132,360.0,365.0,1
5882,990,4016,164160.0,259,180.0,212.0,0
5883,911,9346,1797937.5,362,356.0,31.0,1
5884,911,9430,951375.0,362,135.0,180.0,0
5885,911,9472,790968.75,362,208.0,271.0,0
5886,911,9511,719062.5,362,250.0,365.0,0
5887,1134,5049,6594444.0,132,304.0,316.0,1
5888,208,3865,3999940.0,210,,304.0,0
5889,162,7354,27450.0,131,,293.0,1
5890,778,7288,4052000.0,214,,176.0,1
5891,778,1529,4802400.0,360,,262.0,1
5892,859,1808,1354259.4,129,,89.0,0
5893,1499,5999,269411.45,129,,151.0,0
5894,1368,5546,38976000.0,157,89.0,71.0,0
5895,859,5538,17762500.0,129,26.0,32.0,0
5896,1368,5545,24650000.0,129,26.0,89.0,0
5897,1368,5540,17037500.0,129,26.0,60.0,0
5898,1368,5537,13775000.0,129,26.0,92.0,0
5899,1368,5541,25012500.0,129,26.0,121.0,0
5900,728,6341,361300.0,129,285.0,286.0,1
5901,728,1378,620175.0,129,285.0,286.0,1
5902,728,6163,552400.0,129,285.0,286.0,1
5903,62,9352,466012.5,129,82.0,82.0,1
5904,1101,9360,263850.0,191,82.0,83.0,0
5905,1279,9353,305465.0,164,82.0,82.0,1
5906,1279,3234,61875.0,270,212.0,194.0,1
5907,50,242,638495.0,129,54.0,31.0,0
5908,987,9356,235500.0,129,82.0,54.0,1
5909,987,9453,80475.0,279,173.0,104.0,1
5910,663,7604,284625.0,162,81.0,117.0,1
5911,1543,9359,294937.5,162,82.0,117.0,1
5912,859,6734,4212600.0,219,304.0,170.0,1
5913,859,5448,201115.0,361,304.0,60.0,0
5914,1268,9361,74250.0,157,82.0,19.0,1
5915,1268,9440,150600.0,279,179.0,117.0,1
5916,944,9362,160950.0,169,82.0,117.0,1
5917,1345,4551,72517.5,161,81.0,103.0,1
5918,1345,4553,148960.0,279,173.0,166.0,1
5919,963,7695,82320.0,191,82.0,68.0,0
5920,963,4111,63525.0,245,173.0,159.0,0
5921,897,9439,14850.0,279,172.0,110.0,1
5922,603,979,67387.5,164,75.0,89.0,1
5923,166,7409,86287.5,148,,89.0,1
5924,884,9146,9750812.5,129,292.0,207.0,0
5925,166,7410,80475.0,240,,181.0,0
5926,166,7411,180600.0,129,,89.0,0
5927,982,3726,976912.5,417,,299.0,1
5928,982,3872,280500.0,164,,89.0,0
5929,1166,1417,1051531.25,129,363.0,90.0,0
5930,1109,4535,1364454.0,129,,59.0,0
5931,69,6865,327180.0,128,,362.0,1
5932,69,6889,157850.0,128,,59.0,0
5933,895,4562,574560.0,387,365.0,305.0,1
5934,736,5119,19872.0,128,334.0,321.0,1
5935,895,8822,1675080.0,430,365.0,358.0,0
5936,798,1669,302400.0,128,365.0,59.0,0
5937,1410,9373,107778.0,196,304.0,74.0,0
5938,670,1180,260261.1,128,304.0,359.0,1
5939,859,8104,158340.0,127,304.0,352.0,1
5940,1238,4606,68001020.0,292,,88.0,0
5941,859,8108,79170.0,127,304.0,352.0,1
5942,859,8109,475020.0,127,304.0,359.0,1
5943,767,5816,11178.0,127,334.0,321.0,0
5944,859,8110,79170.0,127,304.0,345.0,1
5945,1097,343,120060.0,127,334.0,363.0,0
5946,1202,4227,30305.0,127,304.0,304.0,1
5947,1495,7396,4540080.0,127,291.0,31.0,1
5948,1495,6106,18850000.0,230,291.0,31.0,0
5949,315,9326,455400.0,127,365.0,46.0,0
5950,785,2460,302737.5,127,293.0,365.0,1
5951,745,3607,42294.0,352,,230.0,0
5952,745,3608,42294.0,352,,230.0,0
5953,670,1168,173507.4,127,304.0,334.0,0
5954,732,2374,1057050.0,174,297.0,155.0,0
5955,1157,2611,44520000.0,173,,365.0,0
5956,5,6577,11262.5,126,303.0,31.0,1
5957,1284,5643,9890100.0,126,314.0,151.0,0
5958,693,9349,3420230.0,126,291.0,61.0,0
5959,1268,7070,161320.0,126,304.0,307.0,1
5960,1220,3200,79800.0,126,,334.0,0
5961,1220,5013,66735.0,126,,314.0,1
5962,859,8111,78662.5,125,304.0,356.0,1
5963,859,8112,78662.5,125,304.0,356.0,1
5964,859,8113,3888000.0,125,304.0,326.0,1
5965,859,8114,78662.5,125,304.0,356.0,1
5966,859,8115,79170.0,125,304.0,33.0,1
5967,859,8116,79170.0,125,304.0,43.0,1
5968,12,3342,66528.0,125,334.0,365.0,0
5969,728,5875,1083425.0,125,279.0,291.0,1
5970,728,6159,488700.0,125,279.0,291.0,1
5971,1301,5225,3450741.75,125,291.0,53.0,0
5972,91,7045,393822.0,125,293.0,365.0,1
5973,62,2464,139125.0,125,334.0,300.0,1
5974,856,1962,84000.0,125,286.0,304.0,1
5975,1600,6495,321900.0,250,,180.0,0
5976,1412,5718,75141.0,123,286.0,334.0,1
5977,1220,3201,227430.0,122,,89.0,0
5978,911,7446,43012.2,352,286.0,314.0,1
5979,911,7505,181104.0,352,286.0,300.0,1
5980,911,7506,53145.4,352,286.0,300.0,1
5981,115,6375,209380.0,352,286.0,342.0,1
5982,859,8117,78662.5,121,304.0,356.0,1
5983,728,7085,456850.0,121,285.0,291.0,1
5984,728,7084,620175.0,121,285.0,291.0,1
5985,728,1688,574475.0,121,289.0,297.0,1
5986,728,5983,620175.0,121,285.0,297.0,1
5987,728,6470,588325.0,121,285.0,297.0,1
5988,709,1131,86753.7,121,303.0,334.0,1
5989,162,8940,3567000.0,209,,180.0,0
5990,1600,6500,91350.0,121,300.0,342.0,1
5991,548,5836,17527.5,121,304.0,319.0,1
5992,1191,1577,2362.5,335,304.0,304.0,1
5993,971,3092,927675.0,120,315.0,30.0,1
5994,971,3093,927675.0,120,315.0,37.0,1
5995,971,3094,1082287.5,120,315.0,44.0,1
5996,971,3095,697112.5,120,315.0,51.0,1
