,Opportunity_ID,Items_Count,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Billing_Country,Account_Name,Opportunity_Name,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Currency,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Month,Delivery_Quarter,Delivery_Year,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A,diferencia_en_dias,Last_Modified_DOY,Last_Modified_Year,Opportunity_Created_DOY,Opportunity_Created_Year,Quote_Expiry_DOY,Quote_Expiry_Year,Planned_Delivery_Start_DOY,Planned_Delivery_Start_Year,Planned_Delivery_End_DOY,Planned_Delivery_End_Year,Target
4131,4300,1,APAC,India,1,1,1,0,Bureaucratic_Code_4,4/18/2016,India,Account_Name_1411,Opportunity_Name_9951,Person_Name_52,Person_Name_52,Account_Type_0,Opportunity_Type_20,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_164,Product_Name_305,USD,0.315,,0.315,2017 - 5,Q2,2017,1.0,USD,316726.2,USD,316726.2,Prod_Category_A_None,275,39,2018,129,2017-05-09,181.0,2017.0,142,2017,151.0,2017.0,0
4132,4301,3,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,9/9/2014,Germany,Account_Name_1821,Opportunity_Name_3935,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_110,Product_Name_154,EUR,0.38000000000000006,,0.42982000000000004,2017 - 6,Q2,2017,0.6666666666666666,EUR,846450.0,EUREUREUR,2539350.0,Prod_Category_A_None,275,39,2018,129,2017-05-09,143.0,2017.0,170,2017,181.0,2017.0,0
4133,4304,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,11/8/2016,Germany,Account_Name_1691,Opportunity_Name_9286,Person_Name_41,Person_Name_41,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_85,Product_Name_107,EUR,0.35,,0.39588,2017 - 7,Q3,2017,1.0,EUR,331581.25,EUR,331581.25,Prod_Category_A_None,275,39,2018,129,2017-05-09,139.0,2017.0,184,2017,202.0,2017.0,0
4134,4305,2,Americas,SE America,0,0,0,0,Bureaucratic_Code_4,3/4/2016,United States,Account_Name_46,Opportunity_Name_2449,Person_Name_33,Person_Name_64,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_204,Product_Name_413,USD,0.425,,0.425,2017 - 12,Q4,2017,0.0,USD,137891.25,USDUSD,275782.5,Prod_Category_A_None,275,39,2018,129,2017-05-09,,,349,2017,349.0,2017.0,0
4135,4306,2,Americas,SE America,1,1,1,0,Bureaucratic_Code_4,3/3/2016,United States,Account_Name_1926,Opportunity_Name_5804,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_29,Product_Name_29,USD,0.365,,0.365,2017 - 7,Q3,2017,1.0,USD,765934.4,USDUSD,1531868.8,Prod_Category_A_None,275,39,2018,129,2017-05-09,,,195,2017,195.0,2017.0,0
4136,4307,1,Americas,SE America,1,1,0,0,Bureaucratic_Code_2,5/9/2017,United States,Account_Name_1772,Opportunity_Name_6810,Person_Name_3,Person_Name_25,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_194,Product_Name_377,USD,0.385,,0.385,2017 - 7,Q3,2017,7.0,USD,2503404.75,USD,2503404.75,Prod_Category_A_None,275,39,2018,129,2017-05-09,,,188,2017,209.0,2017.0,0
4137,4308,2,Americas,SE America,1,1,1,0,Bureaucratic_Code_1,5/9/2017,United States,Account_Name_1772,Opportunity_Name_6811,Person_Name_3,Person_Name_25,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_29,Product_Name_29,USD,0.37,,0.37,2017 - 7,Q3,2017,3.5,USD,2696794.5,USDUSD,5393589.0,Prod_Category_A_None,275,39,2018,129,2017-05-09,,,188,2017,209.0,2017.0,0
4138,4309,2,EMEA,Spain,1,0,0,0,Bureaucratic_Code_4,9/5/2013,Spain,Account_Name_1757,Opportunity_Name_581,Person_Name_42,Person_Name_41,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_85,Product_Name_111,EUR,0.36,,0.40719,2017 - 6,Q2,2017,0.0,EUR,134928.0,EUREUR,269856.0,Prod_Category_A_None,275,39,2018,129,2017-05-09,132.0,2017.0,169,2017,181.0,2017.0,1
4139,4310,1,Americas,SE America,0,0,0,0,Bureaucratic_Code_4,3/4/2016,United States,Account_Name_46,Opportunity_Name_2492,Person_Name_33,Person_Name_46,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_170,Product_Name_327,USD,0.3975,,0.3975,2017 - 8,Q3,2017,0.0,USD,82807.2,USD,82807.2,Prod_Category_A_None,274,39,2018,130,2017-05-10,161.0,2017.0,233,2017,237.0,2017.0,1
4140,4311,1,EMEA,France,1,1,1,0,Bureaucratic_Code_4,7/27/2013,France,Account_Name_502,Opportunity_Name_12525,Person_Name_16,Person_Name_16,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_85,Product_Name_111,EUR,0.365,,0.41285,2017 - 7,Q3,2017,0.0,EUR,72543.75,EUR,72543.75,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,186,2017,186.0,2017.0,1
4141,4312,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,12/20/2013,Germany,Account_Name_606,Opportunity_Name_9263,Person_Name_13,Person_Name_13,Account_Type_5,Opportunity_Type_19,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_115,Product_Name_171,EUR,0.345,,0.39023,2017 - 6,Q2,2017,4.0,EUR,1374135.0,EUR,1374135.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,163,2017,181.0,2017.0,1
4142,4313,1,EMEA,France,0,0,0,0,Bureaucratic_Code_4,7/27/2013,France,Account_Name_502,Opportunity_Name_12526,Person_Name_16,Person_Name_16,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_85,Product_Name_111,EUR,0.365,,0.41285,2017 - 7,Q3,2017,0.0,EUR,72543.75,EUR,72543.75,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,199,2017,199.0,2017.0,1
4143,4314,1,EMEA,France,0,0,0,0,Bureaucratic_Code_4,7/27/2013,France,Account_Name_502,Opportunity_Name_12527,Person_Name_16,Person_Name_16,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_85,Product_Name_111,EUR,0.365,,0.41285,2017 - 9,Q3,2017,0.0,EUR,72543.75,EUR,72543.75,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,261,2017,261.0,2017.0,1
4144,4315,3,EMEA,Netherlands,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_3578,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.39833333333333326,,0.45055333333333336,2017 - 6,Q2,2017,0.0,EUR,87487.5,EUREUREUR,262462.5,Prod_Category_A_None,274,39,2018,130,2017-05-10,132.0,2017.0,152,2017,152.0,2017.0,1
4145,4316,1,Americas,SE America,0,0,0,0,Bureaucratic_Code_4,3/4/2016,United States,Account_Name_46,Opportunity_Name_2497,Person_Name_33,Person_Name_48,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_197,Product_Name_392,USD,0.375,,0.375,2017 - 7,Q3,2017,0.0,USD,15075.0,USD,15075.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,165.0,2017.0,188,2017,188.0,2017.0,1
4146,4317,2,EMEA,Netherlands,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Netherlands,Account_Name_1274,Opportunity_Name_3577,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_133,Product_Name_226,EUR,0.41000000000000003,,0.46375,2017 - 5,Q2,2017,0.0,EUR,88230.0,EUREUR,176460.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,132.0,2017.0,143,2017,143.0,2017.0,1
4147,4318,1,EMEA,Germany,1,1,1,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_263,Opportunity_Name_5364,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_127,Product_Name_210,EUR,0.38,,0.42982,2017 - 7,Q3,2017,1.0,EUR,284287.5,EUR,284287.5,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,184,2017,209.0,2017.0,0
4148,4319,1,EMEA,Germany,0,0,0,0,Bureaucratic_Code_4,7/27/2013,Germany,Account_Name_533,Opportunity_Name_2226,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.37,,0.4185,2017 - 9,Q3,2017,0.0,EUR,134865.0,EUR,134865.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,181.0,2017.0,244,2017,272.0,2017.0,0
4149,4320,1,Americas,NW America,0,0,0,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_25,Opportunity_Name_1897,Person_Name_8,Person_Name_8,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_201,Product_Name_408,USD,0.47200000000000003,,0.47200000000000003,2017 - 5,Q2,2017,0.0,USD,3370.08,USD,3370.08,Prod_Category_A_None,274,39,2018,130,2017-05-10,159.0,2017.0,132,2017,132.0,2017.0,1
4150,4321,1,Japan,None,1,0,0,0,Bureaucratic_Code_4,12/9/2016,Japan,Account_Name_1039,Opportunity_Name_3435,Person_Name_50,Person_Name_50,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_85,Product_Name_111,JPY,55.0,,0.49446999999999997,2017 - 6,Q2,2017,0.0,JPY,2098800.0,JPY,2098800.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,144.0,2017.0,156,2017,156.0,2017.0,1
4151,4322,1,APAC,India,0,0,0,0,Bureaucratic_Code_4,5/10/2017,India,Account_Name_1115,Opportunity_Name_11571,Person_Name_60,Person_Name_60,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_201,Product_Name_404,USD,0.3575,,0.3575,2017 - 6,Q2,2017,1.0,USD,393092.7,USD,393092.7,Prod_Category_A_None,274,39,2018,130,2017-05-10,151.0,2017.0,152,2017,181.0,2017.0,1
4152,4323,2,Americas,NE America,1,1,0,0,Bureaucratic_Code_5,4/20/2017,United States,Account_Name_413,Opportunity_Name_3809,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_29,Product_Name_29,USD,0.375,,0.375,2017 - 8,Q3,2017,11.0,USD,8583705.0,USDUSD,0.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,212.0,2017.0,213,2017,272.0,2017.0,0
4153,4324,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,4/20/2017,United States,Account_Name_413,Opportunity_Name_3801,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_204,Product_Name_412,USD,0.39,,0.39,2017 - 9,Q3,2017,3.0,USD,1289269.8,USD,0.0,Prod_Category_A_None,274,39,2018,130,2017-05-10,,,247,2017,251.0,2017.0,0
4154,4325,5,Americas,NW America,1,0,0,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_25,Opportunity_Name_5664,Person_Name_8,Person_Name_8,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_121,Product_Name_178,USD,0.396,,0.396,2017 - 12,Q4,2017,1.0,USD,1386000.0,USDUSDUSDUSDUSD,6930000.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,335,2017,365.0,2017.0,0
4155,4326,3,EMEA,Austria,0,0,0,0,Bureaucratic_Code_4,12/17/2015,Austria,Account_Name_686,Opportunity_Name_5374,Person_Name_13,Person_Name_13,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.36833333333333335,,0.41661666666666664,2017 - 10,Q4,2017,0.3333333333333333,EUR,444787.5,EUREUREUR,1334362.5,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,275,2017,304.0,2017.0,1
4156,4327,1,Americas,SE America,1,1,0,0,Bureaucratic_Code_5,9/28/2015,United States,Account_Name_433,Opportunity_Name_140,Person_Name_8,Person_Name_8,Account_Type_1,Opportunity_Type_19,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_170,Product_Name_324,USD,0.3445,,0.3445,2017 - 6,Q2,2017,2.0,USD,537089.28,USD,537089.28,Prod_Category_A_None,273,39,2018,131,2017-05-11,173.0,2017.0,179,2017,179.0,2017.0,1
4157,4328,1,Americas,NW America,0,0,0,0,Bureaucratic_Code_4,7/27/2013,United States,Account_Name_25,Opportunity_Name_1898,Person_Name_8,Person_Name_8,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_170,Product_Name_327,USD,0.382,,0.382,2017 - 5,Q2,2017,0.0,USD,5134.08,USD,5134.08,Prod_Category_A_None,273,39,2018,131,2017-05-11,159.0,2017.0,132,2017,132.0,2017.0,1
4158,4329,6,APAC,China (PRC),0,0,0,0,Bureaucratic_Code_4,1/29/2016,China,Account_Name_931,Opportunity_Name_8589,Person_Name_65,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_6,None,Person_Name_47,Product_Family_199,Product_Name_387,USD,0.17,,0.17,2017 - 6,Q2,2017,0.0,USD,35827.5,USDUSDUSDUSDUSDUSD,214965.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,163,2017,170.0,2017.0,1
4159,4330,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10990,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4160,4331,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10989,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4161,4332,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10988,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4162,4333,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10987,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4163,4334,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10991,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4164,4335,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10992,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4165,4336,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10993,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4166,4337,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10994,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4167,4338,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10995,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4168,4339,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10997,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4169,4340,1,APAC,Australia,1,1,1,0,Bureaucratic_Code_4,9/19/2014,Australia,Account_Name_1642,Opportunity_Name_10996,Person_Name_43,Person_Name_19,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_173,Product_Name_341,AUD,0.46,,0.3255,2017 - 5,Q2,2017,0.0,AUD,69069.0,AUD,69069.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,142,2017,151.0,2017.0,1
4170,4341,2,Japan,Japan,1,1,1,0,Bureaucratic_Code_4,9/23/2013,Japan,Account_Name_1991,Opportunity_Name_7933,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_5,None,Person_Name_47,Product_Family_132,Product_Name_231,JPY,46.0,,0.41356000000000004,2017 - 6,Q2,2017,0.0,JPY,5899500.0,JPYJPY,11799000.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,151.0,2017.0,163,2017,163.0,2017.0,1
4171,4342,1,EMEA,France,1,0,0,0,Bureaucratic_Code_4,3/3/2016,France,Account_Name_994,Opportunity_Name_10403,Person_Name_16,Person_Name_16,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_132,EUR,0.37,,0.4185,2017 - 6,Q2,2017,0.0,EUR,99900.0,EUR,99900.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,171.0,2017.0,178,2017,178.0,2017.0,0
4172,4343,1,APAC,India,1,1,1,0,Bureaucratic_Code_4,7/28/2013,India,Account_Name_625,Opportunity_Name_4610,Person_Name_49,Person_Name_49,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,None,Person_Name_47,Product_Family_170,Product_Name_327,USD,0.34,,0.34,2017 - 6,Q2,2017,0.0,USD,100531.2,USD,100531.2,Prod_Category_A_None,273,39,2018,131,2017-05-11,181.0,2017.0,152,2017,181.0,2017.0,0
4173,4344,1,EMEA,Netherlands,0,0,0,0,Bureaucratic_Code_4,10/29/2013,Germany,Account_Name_1313,Opportunity_Name_110,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_19,Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_125,Product_Name_198,EUR,0.36,,0.40719,2017 - 7,Q3,2017,2.0,EUR,661770.0,EUR,661770.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,172.0,2017.0,182,2017,188.0,2017.0,0
4174,4345,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,9/16/2016,United States,Account_Name_128,Opportunity_Name_2375,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_204,Product_Name_409,USD,0.395,,0.395,2017 - 9,Q3,2017,1.0,USD,443190.0,USD,0.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,254,2017,258.0,2017.0,0
4175,4346,1,EMEA,Netherlands,1,0,0,0,Bureaucratic_Code_5,10/29/2013,Germany,Account_Name_1313,Opportunity_Name_607,Person_Name_4,Person_Name_4,Account_Type_5,Opportunity_Type_19,Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_100,Product_Name_129,EUR,0.35,,0.39588,2017 - 7,Q3,2017,2.0,EUR,855225.0,EUR,855225.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,159.0,2017.0,198,2017,208.0,2017.0,1
4176,4347,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,9/16/2016,United States,Account_Name_128,Opportunity_Name_2367,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_209,Product_Name_433,USD,0.395,,0.395,2017 - 10,Q4,2017,4.0,USD,1414534.5,USD,0.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,282,2017,286.0,2017.0,0
4177,4348,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,9/16/2016,United States,Account_Name_128,Opportunity_Name_2368,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_204,Product_Name_409,USD,0.395,,0.395,2017 - 9,Q3,2017,1.0,USD,539886.0,USD,0.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,261,2017,265.0,2017.0,0
4178,4349,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,9/16/2016,United States,Account_Name_128,Opportunity_Name_2365,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_197,Product_Name_392,USD,0.38,,0.38,2017 - 8,Q3,2017,0.0,USD,80199.0,USD,0.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,226,2017,230.0,2017.0,0
4179,4350,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,2/17/2016,United States,Account_Name_681,Opportunity_Name_4902,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_209,Product_Name_430,USD,0.395,,0.395,2017 - 10,Q4,2017,1.0,USD,543737.25,USD,0.0,Prod_Category_A_None,273,39,2018,131,2017-05-11,,,289,2017,289.0,2017.0,0
4180,4351,1,EMEA,Belgium,1,0,0,0,Bureaucratic_Code_4,8/11/2016,Belgium,Account_Name_1053,Opportunity_Name_6327,Person_Name_18,Person_Name_18,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_125,Product_Name_217,EUR,0.38,,0.42982,2017 - 5,Q2,2017,0.0,EUR,81225.0,EUR,81225.0,Prod_Category_A_None,272,39,2018,132,2017-05-12,132.0,2017.0,138,2017,138.0,2017.0,1
4181,4352,4,EMEA,Luxembourg,1,0,0,0,Bureaucratic_Code_4,3/3/2016,Luxembourg,Account_Name_271,Opportunity_Name_3099,Person_Name_18,Person_Name_18,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_2,None,Person_Name_47,Product_Family_133,Product_Name_226,EUR,0.39,,0.4411275,2017 - 5,Q2,2017,0.0,EUR,161741.25,EUREUREUREUR,646965.0,Prod_Category_A_None,272,39,2018,132,2017-05-12,151.0,2017.0,138,2017,138.0,2017.0,1
4182,4353,1,EMEA,Germany,1,0,0,0,Bureaucratic_Code_4,10/4/2016,Germany,Account_Name_2012,Opportunity_Name_9216,Person_Name_14,Person_Name_14,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_2,None,Person_Name_41,Product_Family_100,Product_Name_132,EUR,0.37,,0.4185,2017 - 5,Q2,2017,0.0,EUR,59940.0,EUR,59940.0,Prod_Category_A_None,502,269,2018,132,2017-05-12,134.0,2017.0,142,2017,144.0,2017.0,1
4183,4354,1,Americas,NE America,1,0,0,0,Bureaucratic_Code_4,2/4/2015,United States,Account_Name_1159,Opportunity_Name_6914,Person_Name_3,Person_Name_3,Account_Type_5,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_209,Product_Name_433,USD,0.38,,0.38,2017 - 11,Q4,2017,7.0,USD,2548584.0,USD,0.0,Prod_Category_A_None,272,39,2018,132,2017-05-12,,,317,2017,321.0,2017.0,0
4184,4355,1,Americas,NE America,1,1,1,0,Bureaucratic_Code_4,4/20/2017,United States,Account_Name_413,Opportunity_Name_6913,Person_Name_3,Person_Name_3,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_4,None,Person_Name_47,Product_Family_204,Product_Name_412,USD,0.376,,0.376,2017 - 10,Q4,2017,3.0,USD,1244522.4,USD,1244522.4,Prod_Category_A_None,272,39,2018,132,2017-05-12,,,296,2017,296.0,2017.0,1
